artist,data-has-content,rank,song,year
Blake Shelton ,true ,13 ,Every Time I Hear That Song,2017
Jason Aldean ,true ,14 ,Any Ol' Barstool,2017
Dylan Scott ,true ,15 ,My Girl,2017
Cole Swindell ,true ,16 ,Flatliner,2017
Chris Stapleton ,true ,17 ,Either Way,2017
Lady Antebellum ,true ,18 ,You Look Good,2017
Midland ,true ,19 ,Drinkin' Problem,2017
Chris Stapleton ,true ,20 ,Broken Halos,2017
Rascal Flatts ,true ,21 ,Yours If You Want It,2017
Zac Brown Band ,true ,22 ,My Old Man,2017
Tim McGraw &amp; Faith Hill ,true ,23 ,Speak To A Girl,2017
Old Dominion ,true ,24 ,No Such Thing As A Broken Heart,2017
Justin Moore ,true ,25 ,Somebody Else Will,2017
Dustin Lynch ,true ,26 ,Small Town Boy,2017
Miranda Lambert ,true ,27 ,Tin Man,2017
Maren Morris ,true ,28 ,I Could Use A Love Song,2017
Chris Lane ,true ,29 ,For Her,2017
Brothers Osborne ,true ,30 ,It Ain't My Fault,2017
Scotty McCreery ,true ,31 ,Five More Minutes,2017
Kane Brown Featuring Lauren Alaina ,true ,32 ,What Ifs,2017
Brett Eldredge ,true ,33 ,Somethin' I'm Good At,2017
Billy Currington ,true ,34 ,Do I Make You Wanna,2017
Kenny Chesney ,true ,35 ,Bar At The End Of The World,2017
Kip Moore ,true ,36 ,More Girls Like You,2017
Chris Stapleton ,true ,37 ,Second One To Know,2017
Drake White ,true ,38 ,Makin' Me Look Good Again,2017
Zac Brown Band ,true ,39 ,Roots,2017
Chris Stapleton ,true ,40 ,Last Thing I Needed, First This Morning,2017
Chris Stapleton ,true ,41 ,I Was Wrong,2017
Morgan Wallen ,true ,42 ,The Way I Talk,2017
Lauren Duski ,true ,43 ,Tell Me Why,2017
Eric Church ,true ,44 ,Round Here Buzz,2017
LOCASH ,true ,45 ,Ring On Every Finger,2017
John Mayer ,true ,46 ,In The Blood,2017
Jon Pardi ,true ,47 ,Heartache On The Dance Floor,2017
Little Big Town ,true ,48 ,Happy People,2017
Brennley Brown ,true ,49 ,Anyway,2017
Brad Paisley ,true ,50 ,Last Time For Everything,2017
Bebe Rexha &amp; Florida Georgia Line ,true ,1 ,Meant To Be,2018
Kane Brown ,true ,2 ,Heaven,2018
Jason Aldean ,true ,3 ,You Make It Easy,2018
Luke Combs ,true ,4 ,One Number Away,2018
Dan + Shay ,true ,5 ,Tequila,2018
Morgan Wallen Featuring Florida Georgia Line ,true ,6 ,Up Down,2018
Kenny Chesney ,true ,7 ,Get Along,2018
Blake Shelton ,true ,8 ,I Lived It,2018
Darius Rucker ,true ,9 ,For The First Time,2018
Thomas Rhett ,true ,10 ,Marry Me,2018
Luke Bryan ,true ,11 ,Most People Are Good,2018
Dierks Bentley ,true ,12 ,Woman, Amen,2018
David Lee Murphy &amp; Kenny Chesney ,true ,13 ,Everything's Gonna Be Alright,2018
Brett Young ,true ,14 ,Mercy,2018
Carrie Underwood ,true ,15 ,Cry Pretty,2018
Luke Combs ,true ,16 ,Beautiful Crazy,2018
Jake Owen ,true ,17 ,I Was Jack (You Were Diane),2018
Chris Lane Featuring Tori Kelly ,true ,18 ,Take Back Home Girl,2018
Keith Urban Featuring Julia Michaels ,true ,19 ,Coming Home,2018
Michael Ray ,true ,20 ,Get To You,2018
Mason Ramsey ,true ,21 ,Famous,2018
Cole Swindell ,true ,22 ,Break Up In The End,2018
Morgan Evans ,true ,23 ,Kiss Somebody,2018
Sam Hunt ,true ,24 ,Downtown's Dead,2018
Dylan Scott ,true ,25 ,Hooked,2018
Thomas Rhett ,true ,26 ,Life Changes,2018
Lady Antebellum ,true ,27 ,Heart Break,2018
Sugarland Featuring Taylor Swift ,true ,28 ,Babe,2018
Chris Janson ,true ,29 ,Drunk Girl,2018
Lindsay Ell ,true ,30 ,Criminal,2018
LANCO ,true ,31 ,Born To Love You,2018
Justin Moore ,true ,32 ,Kinda Don't Care,2018
Brothers Osborne ,true ,33 ,Shoot Me Straight,2018
Ashley McBryde ,true ,34 ,A Little Dive Bar In Dahlonega,2018
Old Dominion ,true ,35 ,Hotel Key,2018
Chase Rice ,true ,36 ,Three Chords &amp; The Truth,2018
Lauren Alaina ,true ,37 ,Doin' Fine,2018
Kelsea Ballerini ,true ,38 ,I Hate Love Songs,2018
Chris Young ,true ,39 ,Hangin' On,2018
Maren Morris ,true ,40 ,Rich,2018
Jason Aldean Featuring Miranda Lambert ,true ,41 ,Drowns The Whiskey,2018
Carly Pearce ,true ,42 ,Hide The Wine,2018
Jimmie Allen ,true ,43 ,Best Shot,2018
Tyler Rich ,true ,44 ,The Difference,2018
Dustin Lynch ,true ,45 ,Good Girl,2018
Chris Stapleton ,true ,46 ,Millionaire,2018
Kacey Musgraves ,true ,47 ,Space Cowboy,2018
Kacey Musgraves ,true ,48 ,Butterflies,2018
Dan + Shay ,true ,49 ,All To Myself,2018
Cole Swindell ,true ,50 ,Ones Who Got Me Here,2018
Blake Shelton ,true ,1 ,God's Country,2019
Morgan Wallen ,true ,2 ,Whiskey Glasses,2019
Luke Combs ,true ,3 ,Beer Never Broke My Heart,2019
Luke Combs ,true ,4 ,Beautiful Crazy,2019
Kane Brown ,true ,5 ,Good As You,2019
Chase Rice ,true ,6 ,Eyes On You,2019
Thomas Rhett ,true ,7 ,Look What God Gave Her,2019
Eli Young Band ,true ,8 ,Love Ain't,2019
Lee Brice ,true ,9 ,Rumor,2019
Dan + Shay ,true ,10 ,Speechless,2019
Kelsea Ballerini ,true ,11 ,Miss Me More,2019
Maren Morris ,true ,12 ,GIRL,2019
Florida Georgia Line ,true ,13 ,Talk You Out Of It,2019
Brett Eldredge ,true ,14 ,Love Someone,2019
Luke Bryan ,true ,15 ,Knockin' Boots,2019
Cody Johnson ,true ,16 ,On My Way To You,2019
Dan + Shay ,true ,17 ,All To Myself,2019
Eric Church ,true ,18 ,Some Of It,2019
Jason Aldean ,true ,19 ,Rearview Town,2019
George Strait ,true ,20 ,Every Little Honky Tonk Bar,2019
Chris Young ,true ,21 ,Raised On Country,2019
Chris Lane ,true ,22 ,I Don't Know About You,2019
HARDY ,true ,23 ,Rednecker,2019
Brantley Gilbert + Lindsay Ell ,true ,24 ,What Happens In A Small Town,2019
Maren Morris ,true ,25 ,The Bones,2019
Justin Moore ,true ,26 ,The Ones That Didn't Make It Back Home,2019
Kacey Musgraves ,true ,27 ,Rainbow,2019
Keith Urban ,true ,28 ,We Were,2019
Dierks Bentley ,true ,29 ,Living,2019
Cole Swindell ,true ,30 ,Love You Too Late,2019
Tenille Townes ,true ,31 ,Somebody's Daughter,2019
Tim McGraw ,true ,32 ,Thought About You,2019
Dustin Lynch ,true ,33 ,Ridin' Roads,2019
Russell Dickerson ,true ,34 ,Every Little Thing,2019
Rascal Flatts ,true ,35 ,Back To Life,2019
Carly Pearce ,true ,36 ,Closer To You,2019
Runaway June ,true ,37 ,Buy My Own Drinks,2019
Gabby Barrett ,true ,38 ,I Hope,2019
Old Dominion ,true ,39 ,One Man Band,2019
Dylan Scott ,true ,40 ,Nothing To Do Town,2019
Matt Stell ,true ,41 ,Prayed For You,2019
Chris Janson ,true ,42 ,Good Vibes,2019
Midland ,true ,43 ,Mr. Lonely,2019
Ryan Hurd ,true ,44 ,To A T,2019
Morgan Evans ,true ,45 ,Day Drunk,2019
Brooks &amp; Dunn With Luke Combs ,true ,46 ,Brand New Man,2019
Carrie Underwood ,true ,47 ,Southbound,2019
Mitchell Tenpenny ,true ,48 ,Alcohol You Later,2019
Lauren Alaina ,true ,49 ,Ladies In The '90s,2019
Seaforth ,true ,50 ,Love That,2019

