artist,data-has-content,rank,song,year
Nitty Gritty Dirt Band ,true ,20 ,Workin' Man (Nowhere To Go),1988
Michael Johnson ,true ,21 ,I Will Whisper Your Name,1988
Conway Twitty ,true ,22 ,Goodbye Time,1988
David Lynn Jones ,true ,23 ,High Ridin' Heroes,1988
Michael Martin Murphey (with Ryan Murphey) ,true ,24 ,Talkin' To The Wrong Man,1988
Hank Williams Jr. ,true ,25 ,Young Country,1988
Foster &amp; Lloyd ,true ,26 ,Texas In 1880,1988
Exile ,true ,27 ,Just One Kiss,1988
Southern Pacific ,true ,28 ,Midnight Highway,1988
Keith Whitley ,true ,29 ,Don't Close Your Eyes,1988
Ricky Van Shelton ,true ,30 ,Don't We All Have The Right,1988
Eddy Raven ,true ,31 ,I'm Gonna Get You,1988
Skip Ewing ,true ,32 ,Your Memory Wins Again,1988
Reba McEntire ,true ,33 ,Sunday Kind Of Love,1988
George Strait ,true ,34 ,Baby Blue,1988
Sawyer Brown ,true ,35 ,Old Photographs,1988
Schuyler, Knobloch And Bickhardt ,true ,36 ,Givers And Takers,1988
Shenandoah ,true ,37 ,She Doesn't Cry Anymore,1988
Kenny Rogers ,true ,38 ,The Factory,1988
Dwight Yoakam ,true ,39 ,Always Late With Your Kisses,1988
Nanci Griffith ,true ,40 ,I Knew Love,1988
Lee Greenwood ,true ,41 ,I Still Believe,1988
The Bellamy Brothers ,true ,42 ,I'll Give You All My Love Tonight,1988
Restless Heart ,true ,43 ,Bluest Eyes In Texas,1988
Charley Pride ,true ,44 ,I'm Gonna Love Her On The Radio,1988
Tammy Wynette ,true ,45 ,Beneath A Painted Sky,1988
Highway 101 ,true ,46 ,Cry, Cry, Cry,1988
David Ball ,true ,47 ,Steppin' Out,1988
Mel McDaniel ,true ,48 ,Real Good Feel Good Song,1988
David Slater ,true ,49 ,I'm Still Your Fool,1988
k.d. lang ,true ,50 ,I'm Down To My Last Cigarette,1988
Rodney Crowell ,true ,1 ,After All This Time,1989
Steve Wariner ,true ,2 ,Where Did I Go Wrong,1989
Clint Black ,true ,3 ,Better Man,1989
Earl Thomas Conley ,true ,4 ,Love Out Loud,1989
The Desert Rose Band ,true ,5 ,She Don't Love Nobody,1989
Dwight Yoakam ,true ,6 ,I Got You,1989
Alabama ,true ,7 ,If I Had You,1989
Rosanne Cash ,true ,8 ,I Don't Want To Spoil The Party,1989
Dan Seals ,true ,9 ,They Rage On,1989
Skip Ewing ,true ,10 ,The Gospel According To Luke,1989
Tanya Tucker ,true ,11 ,Call On Me,1989
Ricky Skaggs ,true ,12 ,Lovin' Only Me,1989
Kathy Mattea ,true ,13 ,Come From The Heart,1989
Restless Heart ,true ,14 ,Big Dreams In A Small Town,1989
The Oak Ridge Boys ,true ,15 ,Beyond Those Years,1989
Randy Travis ,true ,16 ,Is It Still Over,1989
Ricky Van Shelton ,true ,17 ,Hole In My Pocket,1989
Eddy Raven ,true ,18 ,In A Letter To You,1989
Larry Boone ,true ,19 ,Wine Me Up,1989
The Forester Sisters ,true ,20 ,Love Will,1989
Paul Overstreet ,true ,21 ,Sowin' Love,1989
George Strait ,true ,22 ,What's Going On In Your World,1989
Ronnie Milsap ,true ,23 ,Houston Solution,1989
Merle Haggard ,true ,24 ,5:01 Blues,1989
J.C. Crowley ,true ,25 ,I Know What I've Got,1989
Conway Twitty ,true ,26 ,She's Got A Single Thing In Mind,1989
The McCarters ,true ,27 ,Up And Gone,1989
Reba McEntire ,true ,28 ,Cathy's Clown,1989
James House ,true ,29 ,Don't Quit Me Now,1989
Lionel Cartwright ,true ,30 ,Like Father Like Son,1989
The Judds ,true ,31 ,Young Love (Strong Love),1989
Gene Watson ,true ,32 ,Back In The Fire,1989
Garth Brooks ,true ,33 ,Much Too Young (To Feel This Damn Old),1989
The Shooters ,true ,34 ,If I Ever Go Crazy,1989
Don Williams ,true ,35 ,One Good Well,1989
Lorrie Morgan ,true ,36 ,Dear Me,1989
Chris Hillman &amp; Roger McGuinn ,true ,37 ,You Ain't Going Nowhere,1989
Dolly Parton ,true ,38 ,Why'd You Come In Here Lookin' Like That,1989
Sweethearts Of The Rodeo ,true ,39 ,If I Never See Midnight Again,1989
Ronnie McDowell ,true ,40 ,Sea Of Heartbreak,1989
George Jones ,true ,41 ,The King Is Gone (So Are You),1989
T. Graham Brown ,true ,42 ,Never Say Never,1989
The Statler Brothers ,true ,43 ,More Than A Name On A Wall,1989
Emmylou Harris ,true ,44 ,Heaven Only Knows,1989
The Charlie Daniels Band ,true ,45 ,Midnight Train,1989
Mary Chapin Carpenter ,true ,46 ,How Do,1989
Patty Loveless ,true ,47 ,Don't Toss Us Away,1989
Baillie And The Boys ,true ,48 ,She Deserves You,1989
K.T. Oslin ,true ,49 ,Hey Bobby,1989
Larry Gatlin &amp; The Gatlin Brothers ,true ,50 ,I Might Be What You're Lookin' For,1989
Clint Black ,true ,1 ,Walkin' Away,1990
Ricky Van Shelton ,true ,2 ,I've Cried My Last Tear For You,1990
Keith Whitley ,true ,3 ,I'm Over You,1990
Doug Stone ,true ,4 ,I'd Be Better Off (In A Pine Box),1990
George Strait ,true ,5 ,Love Without End, Amen,1990
Travis Tritt ,true ,6 ,Help Me Hold On,1990
Tanya Tucker ,true ,7 ,Walking Shoes,1990
Lionel Cartwright ,true ,8 ,I Watched It All (On My Radio),1990
Alabama ,true ,9 ,Pass It On Down,1990
Steve Wariner ,true ,10 ,The Domino Theory,1990
Rodney Crowell ,true ,11 ,If Looks Could Kill,1990
Reba McEntire ,true ,12 ,Walk On,1990
Dan Seals ,true ,13 ,Love On Arrival,1990
Kathy Mattea ,true ,14 ,She Came From Fort Worth,1990
Robin Lee ,true ,15 ,Black Velvet,1990
The Desert Rose Band ,true ,16 ,In Another Lifetime,1990
The Judds ,true ,17 ,Guardian Angels,1990
Eddie Rabbitt ,true ,18 ,Runnin' With The Wind,1990
Lacy J. Dalton ,true ,19 ,Black Coffee,1990
Alan Jackson ,true ,20 ,Here In The Real World,1990
The Kentucky Headhunters ,true ,21 ,Dumas Walker,1990
Restless Heart ,true ,22 ,Dancy's Dream,1990
Ronnie Milsap ,true ,23 ,Stranger Things Have Happened,1990
Earl Thomas Conley ,true ,24 ,Bring Back Your Love To Me,1990
Lorrie Morgan ,true ,25 ,Five Minutes,1990
T. Graham Brown ,true ,26 ,If You Could Only See Me Now,1990
Randy Travis ,true ,27 ,He Walked On Water,1990
Highway 101 ,true ,28 ,Walkin', Talkin', Cryin', Barely Beatin' Broken Heart,1990
Shenandoah ,true ,29 ,See If I Care,1990
Garth Brooks ,true ,30 ,The Dance,1990
Eddy Raven ,true ,31 ,Island,1990
Randy Travis ,true ,32 ,Hard Rock Bottom Of Your Heart,1990
Don Williams ,true ,33 ,Just As Long As I Have You,1990
Baillie And The Boys ,true ,34 ,Perfect,1990
Patty Loveless ,true ,35 ,Chains,1990
Southern Pacific ,true ,36 ,I Go To Pieces,1990
Paul Overstreet ,true ,37 ,Seein' My Father In Me,1990
Eddie Rabbitt ,true ,38 ,On Second Thought,1990
Garth Brooks ,true ,39 ,Not Counting You,1990
The Oak Ridge Boys ,true ,40 ,No Matter How High,1990
Conway Twitty ,true ,41 ,Fit To Be Tied Down,1990
Ricky Skaggs ,true ,42 ,Hummingbird,1990
Foster &amp; Lloyd ,true ,43 ,Is It Love,1990
Mary Chapin Carpenter ,true ,44 ,Quittin' Time,1990
Mac McAnally ,true ,45 ,Back Where I Come From,1990
Exile ,true ,46 ,Nobody's Talking,1990
The Charlie Daniels Band ,true ,47 ,Mister DJ,1990
Alabama ,true ,48 ,Southern Star,1990
Restless Heart ,true ,49 ,Fast Movin' Train,1990
Vern Gosdin ,true ,50 ,Right In The Wrong Direction,1990
Doug Stone ,true ,1 ,In A Different Light,1991
George Strait ,true ,2 ,If I Know Me,1991
Diamond Rio ,true ,3 ,Meet In The Middle,1991
Paul Overstreet ,true ,4 ,Heroes,1991
Dwight Yoakam ,true ,5 ,You're The One,1991
Mark Chesnutt ,true ,6 ,Blame It On Texas,1991
Ronnie Milsap ,true ,7 ,Are You Lovin' Me Like I'm Lovin' You,1991
Joe Diffie ,true ,8 ,If The Devil Danced (In Empty Pockets),1991
Dolly Parton With Ricky Van Shelton ,true ,9 ,Rockin' Years,1991
Garth Brooks ,true ,10 ,The Thunder Rolls,1991
The Oak Ridge Boys ,true ,11 ,Lucky Moon,1991
Clint Black ,true ,12 ,One More Payment,1991
Kathy Mattea ,true ,13 ,Time Passes By,1991
Lorrie Morgan ,true ,14 ,We Both Walk,1991
Alabama ,true ,15 ,Down Home,1991
Travis Tritt ,true ,16 ,Drift Off To Dream,1991
Randy Travis ,true ,17 ,Point Of Light,1991
The Judds ,true ,18 ,One Hundred And Two,1991
Tanya Tucker ,true ,19 ,Oh What It Did To Me,1991
Highway 101 ,true ,20 ,Bing Bang Boom,1991
Pirates Of The Mississippi ,true ,21 ,Feed Jake,1991
Alan Jackson ,true ,22 ,Don't Rock The Jukebox,1991
Mike Reid ,true ,23 ,Till You Were Gone,1991
Pam Tillis ,true ,24 ,One Of Those Things,1991
Mark O'Connor &amp; The New Nashville Cats ,true ,25 ,Restless,1991
Carlene Carter ,true ,26 ,The Sweetest Thing,1991
Ricky Van Shelton ,true ,27 ,I Am A Simple Man,1991
McBride &amp; The Ride ,true ,28 ,Can I Count On You,1991
Garth Brooks ,true ,29 ,Two Of A Kind, Workin' On A Full House,1991
Clinton Gregory ,true ,30 ,(If It Weren't For Country Music) I'd Go Crazy,1991
Alan Jackson ,true ,31 ,I'd Love You All Over Again,1991
Vince Gill ,true ,32 ,Pocket Full Of Gold,1991
Reba McEntire ,true ,33 ,Fancy,1991
Marty Stuart ,true ,34 ,Till I Found You,1991
Randy Travis ,true ,35 ,Heroes And Friends,1991
Clint Black ,true ,36 ,Loving Blind,1991
Don Williams ,true ,37 ,True Love,1991
Billy Dean ,true ,38 ,Somewhere In My Broken Heart,1991
T. Graham Brown ,true ,39 ,With This Ring,1991
Mark Collie ,true ,40 ,Let Her Go,1991
Shenandoah ,true ,41 ,I Got You,1991
Shenandoah ,true ,42 ,The Moon Over Georgia,1991
Rob Crosby ,true ,43 ,She's A Natural,1991
Patty Loveless ,true ,44 ,I'm That Kind Of Girl,1991
Aaron Tippin ,true ,45 ,I Wonder How Far It Is Over You,1991
Hank Williams Jr. ,true ,46 ,If It Will It Will,1991
Shelby Lynne ,true ,47 ,What About The Love We Made,1991
Martin Delray ,true ,48 ,Get Rhythm,1991
Don Williams ,true ,49 ,Lord Have Mercy On A Country Boy,1991
Mary Chapin Carpenter ,true ,50 ,Right Now,1991
Billy Ray Cyrus ,true ,1 ,Achy Breaky Heart,1992
Sawyer Brown ,true ,2 ,Some Girls Do,1992
Collin Raye ,true ,3 ,Every Second,1992
Travis Tritt ,true ,4 ,Nothing Short Of Dying,1992
Ricky Van Shelton ,true ,5 ,Backroads,1992
Doug Stone ,true ,6 ,Come In Out Of The Pain,1992
Brooks &amp; Dunn ,true ,7 ,Neon Moon,1992
McBride &amp; The Ride ,true ,8 ,Sacred Ground,1992
Trisha Yearwood ,true ,9 ,The Woman Before Me,1992
Rodney Crowell ,true ,10 ,Lovin' All Night,1992
Diamond Rio ,true ,11 ,Norma Jean Riley,1992
George Strait ,true ,12 ,Gone As A Girl Can Get,1992
Garth Brooks ,true ,13 ,Papa Loved Mama,1992
Hal Ketchum ,true ,14 ,Past The Point Of Rescue,1992
Mark Chesnutt ,true ,15 ,Old Flames Have New Names,1992
Alan Jackson ,true ,16 ,Midnight In Montgomery,1992
Shenandoah ,true ,17 ,Rock My Baby,1992
Ronnie Milsap ,true ,18 ,All Is Fair In Love And War,1992
John Anderson ,true ,19 ,When It Comes To You,1992
Wynonna ,true ,20 ,I Saw The Light,1992
Randy Travis ,true ,21 ,I'd Surrender All,1992
Suzy Bogguss ,true ,22 ,Aces,1992
Reba McEntire ,true ,23 ,The Night The Lights Went Out In Georgia,1992
Michelle Wright ,true ,24 ,Take It Like A Man,1992
Joe Diffie ,true ,25 ,Ships That Don't Come In,1992
Aaron Tippin ,true ,26 ,There Ain't Nothin' Wrong With The Radio,1992
Tracy Lawrence ,true ,27 ,Today's Lonely Fool,1992
Sammy Kershaw ,true ,28 ,Don't Go Near The Water,1992
Little Texas ,true ,29 ,First Time For Everything,1992
Pam Tillis ,true ,30 ,Blue Rose Is,1992
Tanya Tucker ,true ,31 ,Some Kind Of Trouble,1992
Marty Stuart ,true ,32 ,Burn Me Down,1992
Steve Wariner ,true ,33 ,The Tips Of My Fingers,1992
Reba McEntire ,true ,34 ,Is There Life Out There,1992
Martina McBride ,true ,35 ,The Time Has Come,1992
Wynonna ,true ,36 ,She Is His Only Need,1992
Dwight Yoakam ,true ,37 ,The Heart That You Own,1992
Lorrie Morgan ,true ,38 ,Something In Red,1992
Vince Gill ,true ,39 ,Take Your Memory With You,1992
Confederate Railroad ,true ,40 ,She Took It Like A Man,1992
Matthews, Wright &amp; King ,true ,41 ,The Power Of Love,1992
Patty Loveless ,true ,42 ,Can't Stop Myself From Loving You,1992
Pirates Of The Mississippi ,true ,43 ,Till I'm Holding You Again,1992
Billy Dean ,true ,44 ,Billy The Kid,1992
Dan Seals ,true ,45 ,Mason Dixon Line,1992
Dennis Robbins ,true ,46 ,Home Sweet Home,1992
Neal McCoy ,true ,47 ,Where Forever Begins,1992
Davis Daniel ,true ,48 ,Still Got A Crush On You,1992
Ricky Skaggs ,true ,49 ,From The Word Love,1992
Lee Roy Parnell ,true ,50 ,What Kind Of Fool Do You Think I Am,1992
John Michael Montgomery ,true ,1 ,I Love The Way You Love Me,1993
Dwight Yoakam ,true ,2 ,Ain't That Lonely Yet,1993
Wynonna ,true ,3 ,Tell Me Why,1993
Toby Keith ,true ,4 ,Should've Been A Cowboy,1993
Larry Stewart ,true ,5 ,Alright Already,1993
Alabama ,true ,6 ,Hometown Honeymoon,1993
Doug Stone ,true ,7 ,Made For Lovin' You,1993
Patty Loveless ,true ,8 ,Blame It On Your Heart,1993
Lee Roy Parnell ,true ,9 ,Tender Moment,1993
Sawyer Brown ,true ,10 ,Trouble On The Line,1993
Joe Diffie ,true ,11 ,Honky Tonk Attitude,1993
Hal Ketchum ,true ,12 ,Hearts Are Gonna Roll,1993
Travis Tritt ,true ,13 ,T-R-O-U-B-L-E,1993
Garth Brooks ,true ,14 ,That Summer,1993
Diamond Rio ,true ,15 ,Oh Me, Oh My, Sweet Baby,1993
Vince Gill ,true ,16 ,No Future In The Past,1993
Tracy Lawrence ,true ,17 ,Alibis,1993
John Anderson ,true ,18 ,Money In The Bank,1993
McBride &amp; The Ride ,true ,19 ,Love On The Loose, Heart On The Run,1993
Tanya Tucker With Delbert McClinton ,true ,20 ,Tell Me About It,1993
Randy Travis ,true ,21 ,An Old Pair Of Shoes,1993
Collin Raye ,true ,22 ,Somebody Else's Moon,1993
Suzy Bogguss ,true ,23 ,Heartache,1993
Billy Dean ,true ,24 ,I Wanna Take Care Of You,1993
Sammy Kershaw ,true ,25 ,She Don't Know She's Beautiful,1993
Mary Chapin Carpenter ,true ,26 ,The Hard Way,1993
Clint Black With Wynonna ,true ,27 ,A Bad Goodbye,1993
Ricky Van Shelton ,true ,28 ,Just As I Am,1993
George Strait ,true ,29 ,When Did You Stop Loving Me,1993
Lorrie Morgan ,true ,30 ,I Guess You Had To Be There,1993
Robert Ellis Orrall ,true ,31 ,A Little Bit Of Her Love,1993
Alan Jackson ,true ,32 ,Tonight I Climbed The Wall,1993
Pam Tillis ,true ,33 ,Cleopatra, Queen Of Denial,1993
Aaron Tippin ,true ,34 ,My Blue Angel,1993
Radney Foster ,true ,35 ,Nobody Wins,1993
Confederate Railroad ,true ,36 ,When You Leave That Way You Can Never Go Back,1993
Reba McEntire &amp; Vince Gill ,true ,37 ,The Heart Won't Lie,1993
Reba McEntire ,true ,38 ,It's Your Call,1993
Mark Collie ,true ,39 ,Born To Love You,1993
Brooks &amp; Dunn ,true ,40 ,We'll Burn That Bridge,1993
Clint Black ,true ,41 ,When My Ship Comes In,1993
Ricky Lynn Gregg ,true ,42 ,If I Had A Cheatin' Heart,1993
Brooks &amp; Dunn ,true ,43 ,Hard Workin' Man,1993
Marty Stuart ,true ,44 ,Hey Baby,1993
Gibson/Miller Band ,true ,45 ,High Rollin',1993
Tanya Tucker ,true ,46 ,It's A Little Too Late,1993
Garth Brooks ,true ,47 ,Learning To Live Again,1993
Sammy Kershaw ,true ,48 ,Haunted Heart,1993
Billy Ray Cyrus ,true ,49 ,She's Not Cryin' Anymore,1993
Trisha Yearwood ,true ,50 ,You Say You Will,1993
Tim McGraw ,true ,1 ,Don't Take The Girl,1994
Toby Keith ,true ,2 ,Wish I Didn't Know Now,1994
John Berry ,true ,3 ,Your Love Amazes Me,1994
John Michael Montgomery ,true ,4 ,Rope The Moon,1994
Patty Loveless ,true ,5 ,How Can I Help You Say Goodbye,1994
Randy Travis ,true ,6 ,Before You Kill Us All,1994
Brooks &amp; Dunn ,true ,7 ,That Ain't No Way To Go,1994
George Strait ,true ,8 ,Lovebug,1994
Vince Gill ,true ,9 ,Whenever You Come Around,1994
Kathy Mattea ,true ,10 ,Walking Away A Winner,1994
Clay Walker ,true ,11 ,Where Do I Fit In The Picture,1994
Neal McCoy ,true ,12 ,Wink,1994
Pam Tillis ,true ,13 ,Spilled Perfume,1994
Clint Black ,true ,14 ,A Good Run Of Bad Luck,1994
Collin Raye ,true ,15 ,Little Rock,1994
Reba McEntire ,true ,16 ,Why Haven't I Heard From You,1994
Confederate Railroad ,true ,17 ,Daddy Never Was The Cadillac Kind,1994
Boy Howdy ,true ,18 ,They Don't Make 'Em Like That Anymore,1994
Joe Diffie ,true ,19 ,In My Own Backyard,1994
Shenandoah ,true ,20 ,If Bubba Can Dance (I Can Too),1994
Alabama ,true ,21 ,The Cheap Seats,1994
Mark Chesnutt ,true ,22 ,Woman, Sensuous Woman,1994
Mary Chapin Carpenter ,true ,23 ,I Take My Chances,1994
Travis Tritt ,true ,24 ,Foolish Pride,1994
BlackHawk ,true ,25 ,Every Once In A While,1994
Doug Stone ,true ,26 ,Addicted To A Dollar,1994
Faith Hill ,true ,27 ,Piece Of My Heart,1994
Steve Wariner ,true ,28 ,It Won't Be Over You,1994
Garth Brooks ,true ,29 ,One Night A Day,1994
Tracy Byrd ,true ,30 ,Lifestyles Of The Not So Rich &amp; Famous,1994
John Anderson ,true ,31 ,I Wish I Could Have Been There,1994
Wynonna ,true ,32 ,Rock Bottom,1994
Daron Norwood ,true ,33 ,Cowboys Don't Cry,1994
Lari White ,true ,34 ,That's My Baby,1994
Tracy Lawrence ,true ,35 ,If The Good Die Young,1994
Little Texas ,true ,36 ,My Love,1994
Sammy Kershaw ,true ,37 ,I Can't Reach Her Anymore,1994
Hal Ketchum ,true ,38 ,(Tonight We Just Might) Fall In Love Again,1994
David Ball ,true ,39 ,Thinkin' Problem,1994
David Lee Murphy ,true ,40 ,Just Once,1994
Aaron Tippin ,true ,41 ,Whole Lotta Love On The Line,1994
Alan Jackson ,true ,42 ,(Who Says) You Can't Have It All,1994
Tim McGraw ,true ,43 ,Indian Outlaw,1994
Little Texas ,true ,44 ,Stop On A Dime,1994
Suzy Bogguss ,true ,45 ,You Wouldn't Say That To A Stranger,1994
Martina McBride ,true ,46 ,Independence Day,1994
Lee Roy Parnell ,true ,47 ,Take These Chains From My Heart,1994
Sammy Kershaw ,true ,48 ,National Working Woman's Holiday,1994
Dwight Yoakam ,true ,49 ,Try Not To Look So Pretty,1994
John And Audrey Wiggins ,true ,50 ,Falling Out Of Love,1994
Ty Herndon ,true ,1 ,What Mattered Most,1995
John Berry ,true ,2 ,Standing On The Edge Of Goodbye,1995
Clint Black ,true ,3 ,Summer's Comin',1995
George Strait ,true ,4 ,Adalida,1995
Toby Keith ,true ,5 ,You Ain't Much Fun,1995
Mark Chesnutt ,true ,6 ,Gonna Get A Life,1995
Sawyer Brown ,true ,7 ,I Don't Believe In Goodbye,1995
Hal Ketchum ,true ,8 ,Stay Forever,1995
Alison Krauss + Union Station ,true ,9 ,When You Say Nothing At All,1995
John Michael Montgomery ,true ,10 ,I Can Love You Like That,1995
Tracy Lawrence ,true ,11 ,Texas Tornado,1995
Wade Hayes ,true ,12 ,I'm Still Dancin' With You,1995
Doug Stone ,true ,13 ,Faith In Me, Faith In You,1995
Patty Loveless ,true ,14 ,You Don't Even Know Who I Am,1995
Collin Raye ,true ,15 ,If I Were You,1995
Tracy Byrd ,true ,16 ,The Keeper Of The Stars,1995
Travis Tritt ,true ,17 ,Tell Me I Was Dreaming,1995
Sammy Kershaw ,true ,18 ,If You're Gonna Walk, I'm Gonna Crawl,1995
Kenny Chesney ,true ,19 ,Fall In Love,1995
Neal McCoy ,true ,20 ,They're Playin' Our Song,1995
Alan Jackson ,true ,21 ,Song For The Life,1995
Mary Chapin Carpenter ,true ,22 ,House Of Cards,1995
Brooks &amp; Dunn ,true ,23 ,Little Miss Honky Tonk,1995
Kathy Mattea ,true ,24 ,Clown In Your Rodeo,1995
David Lee Murphy ,true ,25 ,Party Crowd,1995
4 Runner ,true ,26 ,Cain's Blood,1995
John Anderson ,true ,27 ,Mississippi Moon,1995
BlackHawk ,true ,28 ,That's Just About Right,1995
Alabama ,true ,29 ,Give Me One More Shot,1995
Shenandoah ,true ,30 ,Darned If I Don't (Danged If I Do),1995
Vince Gill ,true ,31 ,You Better Think Twice,1995
Tim McGraw ,true ,32 ,Refried Dreams,1995
Reba McEntire ,true ,33 ,The Heart Is A Lonely Hunter,1995
Trisha Yearwood ,true ,34 ,You Can Sleep While I Drive,1995
Clay Walker ,true ,35 ,My Heart Will Never Know,1995
John Michael Montgomery ,true ,36 ,Sold (The Grundy County Auction Incident),1995
Trisha Yearwood ,true ,37 ,Thinkin' About You,1995
Joe Diffie ,true ,38 ,So Help Me Girl,1995
Daryle Singletary ,true ,39 ,I'm Living Up To Her Low Expectations,1995
Little Texas ,true ,40 ,Southern Grace,1995
Clay Walker ,true ,41 ,This Woman And This Man,1995
Shania Twain ,true ,42 ,Whose Bed Have Your Boots Been Under,1995
Lari White ,true ,43 ,That's How You Know (When You're In Love),1995
Lorrie Morgan ,true ,44 ,I Didn't Know My Own Strength,1995
Shania Twain ,true ,45 ,Any Man Of Mine,1995
Randy Travis ,true ,46 ,The Box,1995
Ken Mellons ,true ,47 ,Workin' For The Weekend,1995
James House ,true ,48 ,This Is Me Missing You,1995
Rick Trevino ,true ,49 ,Bobbie Ann Mason,1995
Woody Lee ,true ,50 ,Get Over It,1995
Brooks &amp; Dunn ,true ,1 ,My Maria,1996
George Strait ,true ,2 ,Blue Clear Sky,1996
Faith Hill ,true ,3 ,Someone Else's Dream,1996
Jo Dee Messina ,true ,4 ,Heads Carolina, Tails California,1996
Billy Dean ,true ,5 ,It's What I Do,1996
Collin Raye ,true ,6 ,I Think About You,1996
Bryan White ,true ,7 ,I'm Not Supposed To Love You Anymore,1996
Tracy Lawrence ,true ,8 ,Time Marches On,1996
Toby Keith ,true ,9 ,Does That Blue Moon Ever Shine On You,1996
Tim McGraw ,true ,10 ,All I Want Is A Life,1996
John Michael Montgomery ,true ,11 ,Long As I Live,1996
BlackHawk ,true ,12 ,Almost A Memory Now,1996
Mindy McCready ,true ,13 ,Ten Thousand Angels,1996
Terri Clark ,true ,14 ,If I Were You,1996
Vince Gill ,true ,15 ,High Lonesome Sound,1996
David Lee Murphy ,true ,16 ,Every Time I Get Around You,1996
Alan Jackson ,true ,17 ,Home,1996
The Mavericks (Featuring Flaco Jimenez) ,true ,18 ,All You Ever Do Is Bring Me Down,1996
Garth Brooks ,true ,19 ,The Change,1996
Shania Twain ,true ,20 ,You Win My Love,1996
Wynonna ,true ,21 ,Heaven Help My Heart,1996
Jeff Carson ,true ,22 ,Holdin' On To Something,1996
Reba McEntire ,true ,23 ,Starting Over Again,1996
Lonestar ,true ,24 ,No News,1996
Lee Roy Parnell ,true ,25 ,Heart's Desire,1996
Paul Brandt ,true ,26 ,My Heart Has A History,1996
Pam Tillis ,true ,27 ,The River And The Highway,1996
Sammy Kershaw ,true ,28 ,Meant To Be,1996
Sawyer Brown ,true ,29 ,Treat Her Right,1996
Joe Diffie ,true ,30 ,C-O-U-N-T-R-Y,1996
Patty Loveless ,true ,31 ,A Thousand Times A Day,1996
Ricochet ,true ,32 ,Daddy's Money,1996
Rhett Akins ,true ,33 ,Don't Get Me Started,1996
Marty Stuart &amp; Travis Tritt ,true ,34 ,Honky Tonkin's What I Do Best,1996
Clay Walker ,true ,35 ,Hypnotize The Moon,1996
Shania Twain ,true ,36 ,No One Needs To Know,1996
Martina McBride ,true ,37 ,Phones Are Ringin' All Over Town,1996
Lorrie Morgan &amp; Jon Randall ,true ,38 ,By My Side,1996
Diamond Rio ,true ,39 ,That's What I Get For Lovin' You,1996
Wade Hayes ,true ,40 ,On A Good Night,1996
Trace Adkins ,true ,41 ,There's A Girl In Texas,1996
Linda Davis ,true ,42 ,A Love Story In The Making,1996
Kenny Chesney ,true ,43 ,Back In My Arms Again,1996
Neal McCoy ,true ,44 ,Then You Can Tell Me Goodbye,1996
Ricky Skaggs ,true ,45 ,Cat's In The Cradle,1996
Alabama ,true ,46 ,Say I,1996
Lee Roy Parnell ,true ,47 ,Givin' Water To A Drowning Man,1996
Tracy Byrd ,true ,48 ,Heaven In My Woman's Eyes,1996
LeAnn Rimes ,true ,49 ,Blue,1996
David Ball ,true ,50 ,Circle Of Friends,1996
Bryan White ,true ,1 ,Sittin' On Go,1997
George Strait ,true ,2 ,One Night At A Time,1997
Tim McGraw With Faith Hill ,true ,3 ,It's Your Love,1997
Mindy McCready ,true ,4 ,A Girl's Gotta Do (What A Girl's Gotta Do),1997
Alan Jackson ,true ,5 ,Who's Cheatin' Who,1997
John Michael Montgomery ,true ,6 ,I Miss You A Little,1997
Kevin Sharp ,true ,7 ,She's Sure Taking It Well,1997
Vince Gill ,true ,8 ,A Little More Love,1997
Alabama ,true ,9 ,Sad Lookin' Moon,1997
LeAnn Rimes ,true ,10 ,The Light In Your Eyes,1997
Lorrie Morgan ,true ,11 ,Good As I Was To You,1997
Tracy Lawrence ,true ,12 ,Better Man, Better Off,1997
Brooks &amp; Dunn ,true ,13 ,Why Would I Say Goodbye,1997
Sawyer Brown ,true ,14 ,Six Days On The Road,1997
Collin Raye ,true ,15 ,On The Verge,1997
Reba McEntire ,true ,16 ,I'd Rather Ride Around With You,1997
Ty Herndon ,true ,17 ,Loved Too Much,1997
Tanya Tucker ,true ,18 ,Little Things,1997
Deana Carter ,true ,19 ,Count Me In,1997
Mark Chesnutt ,true ,20 ,Let It Rain,1997
Mark Wills ,true ,21 ,Places I've Never Been,1997
Pam Tillis ,true ,22 ,All The Good Ones Are Gone,1997
Lee Ann Womack ,true ,23 ,Never Again, Again,1997
Trace Adkins ,true ,24 ,I Left Something Turned On At Home,1997
Sons Of The Desert ,true ,25 ,Whatever Comes First,1997
Rick Trevino ,true ,26 ,I Only Get This Way With You,1997
Clay Walker ,true ,27 ,Rumor Has It,1997
Patty Loveless ,true ,28 ,The Trouble With The Truth,1997
Trace Adkins ,true ,29 ,(This Ain't) No Thinkin' Thing,1997
David Kersh ,true ,30 ,Another You,1997
Travis Tritt ,true ,31 ,She's Going Home With Me,1997
Joe Diffie ,true ,32 ,This Is Your Brain,1997
Tracy Byrd ,true ,33 ,Don't Take Her She's All I Got,1997
Lonestar ,true ,34 ,Come Cryin' To Me,1997
John Berry ,true ,35 ,I Will, If You Will,1997
Clay Walker ,true ,36 ,One, Two, I Love You,1997
Tammy Graham ,true ,37 ,A Dozen Red Roses,1997
Paul Brandt ,true ,38 ,Take It From Me,1997
James Bonamy ,true ,39 ,The Swing,1997
